,Silver_Price,Silver_Open,Silver_High,Silver_Low,Silver_Volume,Silver_Change,Gold_Price,Gold_Open,Gold_High,Gold_Low,Gold_Volume,Gold_Change,USD_Price,USD_Open,USD_High,USD_Low,USD_Change
2019-03-30,,,,,,,,,,,,,,,,,
2019-03-31,,,,,,,,,,,,,,,,,
2019-04-01,15.099,15.09,15.19,15.03,66.02K,-0.07,1294.2,1295.9,1301.7,1291.0,236.66K,-0.33,1133.72,1137.02,1137.96,1131.42,-0.32
2019-04-02,15.061,15.075,15.09,14.905,69.93K,-0.25,1295.4,1292.7,1297.1,1289.5,196.40K,0.09,1136.92,1133.72,1138.91,1132.0,0.28
2019-04-03,15.102,15.09,15.16,15.0,59.92K,0.27,1295.3,1295.6,1299.0,1292.7,190.37K,-0.01,1133.67,1137.4,1138.3,1132.67,-0.29
2019-04-04,15.084,15.125,15.15,14.86,74.19K,-0.12,1294.3,1296.3,1298.7,1284.9,262.54K,-0.08,1135.83,1134.67,1138.98,1133.08,0.19
2019-04-05,15.086,15.11,15.18,15.04,66.86K,0.01,1295.6,1295.8,1297.4,1288.3,231.45K,0.1,1136.69,1136.33,1139.02,1134.93,0.08
2019-04-06,,,,,,,,,,,,,,,,,
2019-04-07,,,,,,,,,,,,,,,,,
2019-04-08,15.216,15.11,15.275,15.09,55.23K,0.86,1301.9,1297.6,1307.9,1297.0,207.57K,0.49,1141.98,1137.55,1146.91,1136.1,0.47
2019-04-09,15.211,15.225,15.31,15.18,61.10K,-0.03,1308.3,1303.2,1310.4,1301.1,200.34K,0.49,1140.08,1142.11,1144.23,1138.72,-0.17
2019-04-10,15.244,15.185,15.265,15.115,63.27K,0.22,1313.9,1307.6,1314.7,1304.7,218.88K,0.43,1136.97,1141.08,1144.43,1136.73,-0.27
2019-04-11,14.867,15.19,15.215,14.845,106.24K,-2.47,1293.3,1311.4,1312.1,1292.9,324.74K,-1.57,1140.96,1137.97,1142.47,1137.0,0.35
2019-04-12,14.963,14.94,15.065,14.9,70.74K,0.65,1295.2,1296.8,1299.1,1293.2,192.49K,0.15,1133.72,1141.96,1143.22,1132.38,-0.63
2019-04-13,,,,,,,,,,,,,,,,,
2019-04-14,,,,,,,,,,,,,,,,,
2019-04-15,14.975,14.925,14.99,14.795,76.16K,0.08,1291.3,1293.2,1293.5,1285.3,232.99K,-0.3,1134.1,1134.72,1136.28,1131.66,0.03
2019-04-16,14.915,14.95,14.97,14.83,71.05K,-0.4,1277.2,1290.0,1290.3,1275.5,326.51K,-1.09,1136.69,1135.1,1138.36,1133.72,0.23
2019-04-17,14.939,14.96,15.055,14.88,78.51K,0.16,1276.8,1278.7,1282.1,1275.2,223.36K,-0.03,1131.28,1137.69,1138.16,1131.4,-0.48
2019-04-18,14.955,14.935,14.99,14.895,59.16K,0.11,1276.0,1276.3,1279.7,1273.0,229.63K,-0.06,1136.61,1132.28,1138.81,1131.68,0.47
2019-04-19,,,,,,,,,,,,,1135.58,1137.11,1138.09,1135.44,-0.09
2019-04-20,,,,,,,,,,,,,,,,,
2019-04-21,,,,,,,,,,,,,,,,,
2019-04-22,14.975,14.985,15.04,14.945,46.63K,0.13,1277.6,1277.9,1281.9,1275.7,136.44K,0.13,1139.99,1135.79,1143.16,1135.43,0.39
2019-04-23,14.791,14.985,14.995,14.7,86.03K,-1.23,1273.2,1277.2,1278.5,1267.9,280.34K,-0.34,1142.11,1140.99,1145.53,1138.84,0.19
2019-04-24,14.916,14.77,14.96,14.74,84.04K,0.85,1279.4,1272.3,1280.7,1270.5,246.05K,0.49,1155.05,1143.06,1158.35,1142.34,1.13
2019-04-25,14.879,14.88,14.975,14.815,68.61K,-0.25,1279.7,1276.3,1284.8,1275.4,237.15K,0.02,1159.01,1156.05,1166.09,1155.78,0.34
2019-04-26,15.088,14.995,15.12,14.925,52.26K,1.4,1288.8,1280.1,1290.9,1276.0,278.89K,0.71,1157.9,1160.01,1162.75,1156.25,-0.1
2019-04-27,,,,,,,,,,,,,,,,,
2019-04-28,,,,,,,,,,,,,,,,,
2019-04-29,14.933,15.075,15.1,14.905,65.25K,-1.03,1281.5,1287.0,1288.6,1279.9,208.96K,-0.57,1158.88,1158.73,1161.69,1156.59,0.08
2019-04-30,14.984,14.98,15.04,14.835,62.08K,0.34,1285.7,1283.5,1288.2,1281.6,239.44K,0.33,1163.25,1159.89,1169.69,1158.64,0.38
2019-05-01,14.729,14.96,14.965,14.62,85.72K,-1.7,1284.2,1284.2,1289.4,1274.5,275.43K,-0.12,1164.73,1164.25,1166.31,1160.25,0.13
2019-05-02,14.617,14.71,14.735,14.57,64.59K,-0.76,1272.0,1278.2,1278.4,1267.3,282.50K,-0.95,1166.16,1165.73,1168.52,1160.58,0.12
2019-05-03,14.978,14.645,14.995,14.6,84.55K,2.47,1281.3,1272.9,1283.9,1269.0,280.32K,0.73,1163.68,1167.06,1172.1,1163.9,-0.21
2019-05-04,,,,,,,,,,,,,,,,,
2019-05-05,,,,,,,,,,,,,,,,,
2019-05-06,14.927,14.93,14.945,14.77,64.55K,-0.34,1283.8,1286.4,1286.4,1278.1,244.34K,0.2,1168.15,1164.34,1174.32,1164.33,0.38
2019-05-07,14.926,14.94,14.955,14.81,55.91K,-0.01,1285.6,1284.1,1287.3,1279.1,251.09K,0.14,1172.22,1169.15,1174.4,1165.95,0.35
2019-05-08,14.862,14.94,14.99,14.835,53.11K,-0.43,1281.4,1287.4,1292.8,1280.2,302.69K,-0.33,1172.1,1172.34,1173.81,1167.55,-0.01
2019-05-09,14.773,14.85,14.87,14.705,59.56K,-0.6,1285.2,1282.9,1289.2,1280.4,306.55K,0.3,1179.09,1173.11,1186.28,1170.85,0.6
2019-05-10,14.79,14.8,14.85,14.74,45.82K,0.12,1287.4,1285.1,1290.3,1284.0,238.64K,0.17,1174.2,1180.09,1183.47,1173.38,-0.41
2019-05-11,,,,,,,,,,,,,,,,,
2019-05-12,,,,,,,,,,,,,,,,,
2019-05-13,14.777,14.76,14.815,14.615,63.99K,-0.09,1301.8,1288.4,1302.2,1282.4,379.44K,1.12,1187.78,1175.2,1190.75,1175.2,1.16
2019-05-14,14.812,14.79,14.865,14.745,47.64K,0.24,1296.3,1302.0,1302.6,1294.3,222.05K,-0.42,1186.82,1188.78,1190.21,1184.43,-0.08
2019-05-15,14.812,14.805,14.865,14.765,43.23K,0.0,1297.8,1298.3,1301.7,1293.6,247.52K,0.12,1185.79,1187.82,1192.28,1185.73,-0.09
2019-05-16,14.539,14.79,14.825,14.515,69.18K,-1.84,1286.2,1296.9,1299.3,1284.2,282.07K,-0.89,1191.33,1186.79,1193.69,1186.22,0.47
2019-05-17,14.388,14.545,14.545,14.38,63.19K,-1.04,1275.7,1287.2,1289.0,1274.6,264.57K,-0.82,1193.73,1192.33,1196.46,1189.01,0.2
2019-05-18,,,,,,,,,,,,,,,,,
2019-05-19,,,,,,,,,,,,,,,,,
2019-05-20,14.445,14.415,14.46,14.355,44.60K,0.4,1277.3,1277.6,1278.8,1273.3,212.18K,0.13,1194.23,1194.83,1195.46,1190.94,0.04
2019-05-21,14.41,14.425,14.45,14.35,47.47K,-0.24,1273.2,1277.7,1277.7,1269.0,213.17K,-0.32,1191.78,1194.74,1196.81,1191.24,-0.21
2019-05-22,14.449,14.425,14.48,14.37,36.91K,0.27,1274.2,1274.4,1277.1,1272.0,191.37K,0.08,1190.37,1192.78,1197.09,1187.85,-0.12
2019-05-23,14.613,14.43,14.635,14.4,68.45K,1.14,1285.4,1273.6,1287.1,1272.1,330.16K,0.88,1188.8,1190.76,1194.68,1188.0,-0.13
2019-05-24,14.555,14.575,14.595,14.52,40.68K,-0.4,1283.6,1283.2,1284.7,1280.1,218.71K,-0.14,1184.77,1189.8,1191.72,1185.07,-0.34
2019-05-25,,,,,,,,,,,,,,,,,
2019-05-26,,,,,,,,,,,,,,,,,
2019-05-27,14.32,14.545,14.61,14.265,105.61K,-1.61,1277.1,1283.5,1286.9,1275.1,362.16K,-0.51,1183.55,1185.65,1187.38,1182.1,-0.1
2019-05-28,14.32,14.545,14.61,14.265,105.61K,0.0,1280.1,1287.2,1289.6,1278.5,0.78K,0.23,1187.94,1184.54,1190.36,1182.84,0.37
2019-05-29,14.411,14.325,14.45,14.32,72.67K,0.64,1281.0,1278.9,1285.2,1278.4,189.69K,0.07,1193.03,1188.94,1196.75,1187.22,0.43
2019-05-30,14.491,14.39,14.555,14.34,58.64K,0.56,1292.4,1285.1,1293.9,1279.2,284.02K,0.89,1188.73,1194.03,1194.82,1187.33,-0.36
2019-05-31,14.567,14.49,14.67,14.46,88.36K,0.52,1311.1,1293.2,1311.9,1292.5,341.18K,1.45,1187.8,1189.73,1193.79,1188.03,-0.08
2019-06-01,,,,,,,,,,,,,,,,,
2019-06-02,,,,,,,,,,,,,,,,,
2019-06-03,14.74,14.575,14.825,14.565,112.12K,1.19,1327.9,1312.5,1333.0,1310.9,363.40K,1.28,1178.92,1188.8,1191.2,1178.28,-0.75
2019-06-04,14.769,14.78,14.85,14.645,96.39K,0.2,1328.7,1329.7,1334.1,1324.7,319.96K,0.06,1177.56,1179.72,1184.88,1177.16,-0.12
2019-06-05,14.791,14.815,15.04,14.755,132.02K,0.15,1333.6,1330.2,1348.9,1329.3,413.47K,0.37,1179.84,1178.11,1182.98,1173.89,0.19
2019-06-06,14.905,14.795,14.995,14.73,80.74K,0.77,1342.7,1336.1,1344.2,1331.3,263.09K,0.68,1177.67,1180.84,1182.55,1177.91,-0.18
2019-06-07,15.031,14.89,15.15,14.84,104.80K,0.85,1346.1,1339.7,1352.7,1334.3,331.29K,0.25,1181.07,1178.67,1186.88,1177.23,0.29
2019-06-08,,,,,,,,,,,,,,,,,
2019-06-09,,,,,,,,,,,,,,,,,
2019-06-10,14.639,15.005,15.01,14.625,94.69K,-2.61,1329.3,1341.2,1341.7,1329.0,228.03K,-1.25,1183.02,1181.76,1188.04,1180.05,0.17
2019-06-11,14.74,14.685,14.785,14.63,79.80K,0.69,1331.2,1331.8,1333.8,1323.6,215.15K,0.14,1178.21,1184.02,1186.06,1178.23,-0.41
2019-06-12,14.753,14.725,14.86,14.71,71.98K,0.09,1336.8,1330.6,1342.3,1329.8,234.46K,0.42,1183.35,1179.21,1185.28,1177.99,0.44
2019-06-13,14.892,14.76,14.925,14.72,76.05K,0.94,1343.7,1337.8,1347.0,1335.9,204.83K,0.52,1182.32,1183.53,1187.56,1181.35,-0.09
2019-06-14,14.803,14.89,15.12,14.775,115.81K,-0.6,1344.5,1346.5,1362.2,1341.4,358.45K,0.06,1186.78,1183.32,1188.4,1181.63,0.38
2019-06-15,,,,,,,,,,,,,,,,,
2019-06-16,,,,,,,,,,,,,,,,,
2019-06-17,14.829,14.84,14.89,14.755,64.27K,0.18,1342.9,1345.5,1347.1,1336.6,238.71K,-0.12,1185.55,1186.89,1188.33,1184.63,-0.1
2019-06-18,14.993,14.83,15.08,14.8,106.33K,1.11,1350.7,1343.9,1358.5,1342.1,376.27K,0.58,1173.87,1185.45,1188.01,1173.44,-0.99
2019-06-19,14.958,14.995,15.17,14.905,88.34K,-0.23,1348.8,1350.4,1366.6,1344.8,332.61K,-0.14,1171.48,1174.87,1178.96,1171.35,-0.2
2019-06-20,15.492,15.17,15.52,15.12,203.97K,3.57,1396.9,1364.5,1397.7,1361.3,542.90K,3.57,1158.52,1172.48,1173.94,1156.15,-1.11
2019-06-21,15.29,15.465,15.555,15.155,143.03K,-1.3,1400.1,1391.2,1415.4,1386.1,518.89K,0.23,1158.2,1159.42,1164.8,1156.68,-0.03
2019-06-22,,,,,,,,,,,,,,,,,
2019-06-23,,,,,,,,,,,,,,,,,
2019-06-24,15.377,15.355,15.455,15.285,115.90K,0.57,1418.2,1403.9,1425.1,1403.6,375.15K,1.29,1153.67,1159.31,1161.36,1154.05,-0.39
2019-06-25,15.3,15.44,15.505,15.255,142.47K,-0.5,1418.7,1423.4,1442.9,1415.1,643.59K,0.04,1155.17,1154.67,1157.27,1152.68,0.13
2019-06-26,15.294,15.345,15.355,15.16,93.66K,-0.04,1415.4,1427.2,1427.9,1405.0,421.95K,-0.23,1153.67,1156.17,1160.72,1151.89,-0.13
2019-06-27,15.294,15.34,15.355,15.205,74.82K,0.0,1412.0,1412.7,1415.3,1401.4,336.36K,-0.24,1157.0,1154.53,1159.03,1153.05,0.29
2019-06-28,15.341,15.3,15.385,15.245,57.10K,0.31,1413.7,1413.3,1427.8,1408.6,306.62K,0.12,1155.38,1157.15,1159.06,1153.84,-0.14
2019-06-29,,,,,,,,,,,,,,,,,
2019-06-30,,,,,,,,,,,,,,,,,
2019-07-01,15.193,15.315,15.345,15.155,70.00K,-0.96,1389.3,1401.8,1401.9,1384.7,389.76K,-1.73,1160.77,1156.43,1165.06,1148.7,0.47
2019-07-02,15.238,15.16,15.365,15.07,71.31K,0.3,1408.0,1386.2,1424.0,1386.2,383.25K,1.35,1166.47,1161.77,1168.61,1160.32,0.49
2019-07-03,15.336,15.37,15.51,15.24,66.80K,0.64,1420.9,1424.7,1441.0,1414.7,419.61K,0.92,1169.72,1167.47,1172.92,1165.6,0.28
2019-07-04,15.001,15.365,15.37,14.915,109.25K,-2.18,1400.1,1421.6,1426.8,1388.6,577.38K,-1.46,1167.34,1170.72,1171.74,1166.9,-0.2
2019-07-05,15.001,15.365,15.37,14.915,109.25K,0.0,1403.4,1426.5,1427.9,1393.0,0.34K,0.24,1174.59,1168.34,1176.13,1167.52,0.62
2019-07-06,,,,,,,,,,,,,,,,,
2019-07-07,,,,,,,,,,,,,,,,,
2019-07-08,15.05,15.05,15.15,14.985,47.62K,0.33,1400.0,1401.0,1409.9,1393.8,318.69K,-0.24,1179.94,1175.02,1182.58,1174.63,0.46
2019-07-09,15.147,15.035,15.155,14.965,49.64K,0.64,1400.5,1397.9,1402.4,1387.5,287.18K,0.04,1182.22,1180.92,1184.45,1178.07,0.19
2019-07-10,15.226,15.135,15.315,15.07,73.72K,0.52,1412.5,1400.0,1421.1,1391.8,443.50K,0.86,1175.57,1183.22,1183.48,1175.18,-0.56
2019-07-11,15.146,15.265,15.345,15.12,60.63K,-0.53,1406.7,1421.1,1429.4,1402.7,400.09K,-0.41,1174.16,1176.57,1178.24,1169.94,-0.12
2019-07-12,15.236,15.135,15.27,15.07,49.16K,0.59,1412.2,1406.2,1418.9,1404.5,284.97K,0.39,1176.32,1175.16,1180.27,1173.77,0.18
2019-07-13,,,,,,,,,,,,,,,,,
2019-07-14,,,,,,,,,,,,,,,,,
2019-07-15,15.365,15.24,15.43,15.185,67.64K,0.85,1413.5,1417.7,1421.6,1409.3,243.38K,0.09,1179.41,1177.41,1182.25,1176.81,0.26
2019-07-16,15.678,15.415,15.735,15.34,128.87K,2.04,1411.2,1416.4,1420.0,1402.1,334.82K,-0.16,1179.21,1180.41,1182.52,1176.22,-0.02
2019-07-17,15.971,15.585,16.03,15.555,111.24K,1.87,1423.3,1407.9,1428.4,1401.3,358.17K,0.86,1179.62,1179.7,1182.72,1177.6,0.03
2019-07-18,16.198,16.005,16.385,15.96,149.09K,1.42,1428.1,1428.5,1449.7,1415.6,481.33K,0.34,1171.78,1180.62,1184.07,1172.29,-0.66
2019-07-19,16.195,16.385,16.625,16.08,173.87K,-0.02,1426.7,1448.3,1454.4,1421.1,530.02K,-0.1,1175.11,1172.78,1176.83,1169.85,0.28
2019-07-20,,,,,,,,,,,,,,,,,
2019-07-21,,,,,,,,,,,,,,,,,
2019-07-22,16.411,16.255,16.455,16.195,98.27K,1.33,1426.9,1428.5,1430.8,1423.0,255.35K,0.01,1175.87,1176.11,1179.45,1175.07,0.06
2019-07-23,16.476,16.38,16.575,16.205,111.41K,0.4,1421.7,1426.0,1431.4,1414.6,386.68K,-0.36,1178.89,1176.87,1180.8,1175.31,0.26
2019-07-24,16.626,16.435,16.68,16.35,84.63K,0.91,1423.6,1418.6,1430.0,1416.7,318.16K,0.13,1177.41,1179.9,1181.03,1176.3,-0.13
2019-07-25,16.411,16.62,16.685,16.345,121.09K,-1.29,1414.7,1426.8,1434.1,1411.1,489.39K,-0.63,1183.16,1178.41,1185.35,1177.09,0.49
2019-07-26,16.397,16.455,16.55,16.355,80.58K,-0.09,1419.3,1414.9,1424.8,1412.9,306.02K,0.33,1183.24,1184.16,1186.65,1181.75,0.01
2019-07-27,,,,,,,,,,,,,,,,,
2019-07-28,,,,,,,,,,,,,,,,,
2019-07-29,16.44,16.42,16.5,16.36,62.06K,0.26,1420.4,1419.0,1428.0,1414.4,224.27K,0.08,1182.71,1184.21,1185.95,1180.38,-0.04
2019-07-30,16.558,16.5,16.64,16.425,57.74K,0.72,1441.8,1439.5,1445.7,1434.8,259.62K,1.51,1181.14,1183.71,1184.71,1179.38,-0.13
2019-07-31,16.405,16.585,16.6,16.215,107.09K,-0.92,1437.8,1443.7,1447.8,1422.3,419.58K,-0.28,1187.32,1181.14,1189.35,1179.88,0.52
2019-08-01,16.18,16.28,16.405,15.935,122.90K,-1.37,1432.4,1425.6,1458.2,1412.1,587.56K,-0.38,1195.38,1188.32,1198.32,1185.88,0.68
2019-08-02,16.27,16.355,16.385,16.03,100.15K,0.56,1457.5,1457.5,1461.9,1442.5,493.05K,1.75,1204.51,1196.38,1208.03,1191.35,0.76
2019-08-03,,,,,,,,,,,,,,,,,
2019-08-04,,,,,,,,,,,,,,,,,
2019-08-05,16.393,16.26,16.59,16.135,114.33K,0.76,1476.5,1451.2,1481.8,1448.8,534.19K,1.3,1217.33,1204.94,1221.29,1202.4,1.06
2019-08-06,16.445,16.44,16.53,16.365,71.82K,0.32,1484.2,1481.1,1486.8,1468.2,381.92K,0.52,1212.43,1218.33,1220.74,1208.9,-0.4
2019-08-07,17.196,16.45,17.26,16.45,174.98K,4.57,1519.6,1486.7,1522.7,1484.3,651.55K,2.39,1212.87,1213.43,1220.22,1211.45,0.04
2019-08-08,16.936,17.1,17.225,16.81,124.04K,-1.51,1509.5,1512.1,1521.3,1501.6,402.96K,-0.66,1207.08,1213.02,1216.46,1206.16,-0.48
2019-08-09,16.931,16.94,17.14,16.86,98.62K,-0.03,1508.5,1515.9,1521.1,1506.2,332.61K,-0.07,1213.45,1208.08,1217.28,1207.15,0.53
2019-08-10,,,,,,,,,,,,,,,,,
2019-08-11,,,,,,,,,,,,,,,,,
2019-08-12,17.071,16.965,17.15,16.8,83.99K,0.83,1517.2,1509.2,1531.5,1498.6,355.10K,0.58,1218.14,1214.44,1220.7,1213.57,0.39
2019-08-13,16.985,17.06,17.49,16.51,182.99K,-0.5,1514.1,1522.3,1546.1,1488.9,616.74K,-0.2,1205.64,1219.14,1224.55,1205.64,-1.03
2019-08-14,17.28,16.95,17.305,16.855,116.02K,1.74,1527.8,1513.0,1534.9,1504.5,484.19K,0.9,1215.86,1206.64,1218.95,1206.05,0.85
2019-08-15,17.214,17.19,17.37,17.075,96.52K,-0.38,1531.2,1526.6,1537.7,1518.3,436.12K,0.22,1212.33,1216.86,1219.48,1212.45,-0.29
2019-08-16,17.122,17.25,17.315,17.03,71.92K,-0.53,1523.6,1533.9,1538.6,1513.9,322.46K,-0.5,1207.47,1213.33,1215.95,1205.06,-0.4
2019-08-17,,,,,,,,,,,,,,,,,
2019-08-18,,,,,,,,,,,,,,,,,
2019-08-19,16.94,17.125,17.175,16.82,80.55K,-1.06,1511.6,1523.0,1523.6,1503.3,295.83K,-0.79,1211.62,1208.49,1213.98,1208.19,0.34
2019-08-20,17.148,16.87,17.17,16.83,72.36K,1.23,1515.7,1506.3,1518.8,1503.0,247.54K,0.27,1205.4,1212.62,1214.2,1205.4,-0.51
2019-08-21,17.151,17.125,17.18,16.975,70.32K,0.02,1515.7,1518.4,1518.4,1506.5,245.90K,0.0,1201.44,1206.4,1210.03,1198.69,-0.33
2019-08-22,17.04,17.115,17.13,16.915,70.97K,-0.65,1508.5,1512.4,1514.6,1502.1,279.41K,-0.48,1209.42,1202.49,1212.36,1201.98,0.66
2019-08-23,17.413,17.03,17.465,16.96,112.35K,2.19,1537.6,1508.8,1540.3,1503.0,473.00K,1.93,1212.66,1210.43,1217.89,1206.81,0.27
2019-08-24,,,,,,,,,,,,,,,,,
2019-08-25,,,,,,,,,,,,,,,,,
2019-08-26,17.641,17.5,17.755,17.495,108.83K,1.31,1537.2,1545.4,1565.0,1534.8,411.67K,-0.03,1211.74,1213.65,1220.7,1212.1,-0.08
2019-08-27,18.153,17.64,18.185,17.61,107.65K,2.9,1551.8,1537.3,1554.5,1535.3,347.05K,0.95,1211.74,1212.74,1215.85,1210.25,0.0
2019-08-28,18.318,18.145,18.475,18.025,97.74K,0.91,1549.1,1551.8,1556.6,1541.4,353.91K,-0.17,1212.29,1212.74,1215.94,1211.52,0.05
2019-08-29,18.323,18.45,18.76,18.15,161.56K,0.03,1536.9,1549.4,1559.8,1528.6,455.60K,-0.79,1208.12,1213.29,1217.39,1207.76,-0.34
2019-08-30,18.342,18.365,18.575,18.165,115.42K,0.1,1529.4,1536.9,1541.9,1525.6,330.85K,-0.49,1209.5,1209.12,1212.05,1206.24,0.11
2019-08-31,,,,,,,,,,,,,,,,,
2019-09-01,,,,,,,,,,,,,,,,,
2019-09-02,19.237,18.52,19.395,18.365,199.68K,4.88,1555.9,1535.2,1558.9,1528.0,554.83K,1.73,1213.61,1209.77,1215.14,1209.36,0.34
2019-09-03,19.186,18.585,19.19,18.47,0.06K,-0.27,1552.8,1531.9,1532.9,1525.3,0.00K,-0.2,1210.54,1214.67,1217.5,1210.78,-0.25
2019-09-04,19.547,19.35,19.75,19.28,156.69K,1.88,1560.4,1556.0,1566.2,1542.6,412.35K,0.49,1203.63,1211.54,1212.27,1203.21,-0.57
2019-09-05,18.807,19.645,19.675,18.57,194.13K,-3.79,1525.5,1561.4,1561.9,1514.3,606.40K,-2.24,1197.52,1204.64,1205.54,1195.86,-0.51
2019-09-06,18.119,18.715,18.89,18.045,221.80K,-3.66,1515.5,1525.6,1536.2,1510.7,544.87K,-0.66,1191.77,1198.03,1199.3,1189.46,-0.48
2019-09-07,,,,,,,,,,,,,,,,,
2019-09-08,,,,,,,,,,,,,,,,,
2019-09-09,18.167,18.215,18.4,18.015,135.35K,0.26,1511.1,1516.4,1523.8,1505.5,317.52K,-0.29,1191.93,1192.62,1195.36,1188.77,0.01
2019-09-10,18.186,18.09,18.265,17.855,116.63K,0.1,1499.2,1507.0,1509.1,1492.1,397.92K,-0.79,1191.35,1192.93,1194.2,1189.04,-0.05
2019-09-11,18.17,18.095,18.335,17.97,84.66K,-0.09,1503.2,1493.9,1506.2,1492.9,308.79K,0.27,1189.68,1191.51,1195.16,1188.67,-0.14
2019-09-12,18.177,18.2,18.555,18.085,99.70K,0.04,1507.4,1504.9,1532.2,1496.8,491.47K,0.28,1181.44,1190.68,1191.41,1177.55,-0.69
2019-09-13,17.569,18.155,18.265,17.47,106.47K,-3.34,1499.5,1506.5,1516.6,1493.1,364.42K,-0.52,1178.72,1182.44,1184.46,1175.31,-0.23
2019-09-14,,,,,,,,,,,,,,,,,
2019-09-15,,,,,,,,,,,,,,,,,
2019-09-16,18.026,17.755,18.075,17.69,108.43K,2.6,1511.5,1513.1,1519.7,1503.4,349.61K,0.8,1184.02,1181.65,1186.2,1181.56,0.45
2019-09-17,18.14,17.925,18.17,17.82,88.43K,0.63,1513.4,1506.5,1515.0,1500.9,336.63K,0.13,1186.62,1185.02,1191.65,1183.59,0.22
2019-09-18,17.919,18.095,18.12,17.58,100.53K,-1.22,1515.8,1509.7,1519.5,1490.7,364.96K,0.16,1190.73,1187.62,1194.74,1186.52,0.35
2019-09-19,17.884,17.845,18.015,17.655,65.97K,-0.2,1506.2,1502.0,1512.1,1496.3,291.30K,-0.63,1194.35,1191.78,1197.33,1190.12,0.3
2019-09-20,17.849,17.87,18.06,17.81,59.13K,-0.2,1515.1,1506.8,1524.5,1505.3,284.39K,0.59,1193.13,1195.35,1195.86,1186.85,-0.1
2019-09-21,,,,,,,,,,,,,,,,,
2019-09-22,,,,,,,,,,,,,,,,,
2019-09-23,18.711,18.03,18.78,17.99,129.34K,4.83,1531.5,1521.5,1534.4,1517.9,359.88K,1.08,1194.04,1194.14,1199.4,1190.49,0.08
2019-09-24,18.628,18.655,18.81,18.315,132.63K,-0.44,1540.2,1529.8,1543.3,1522.8,424.86K,0.57,1194.53,1195.04,1198.54,1191.99,0.04
2019-09-25,18.073,18.68,18.75,17.875,132.58K,-2.98,1512.3,1539.8,1542.8,1507.4,481.46K,-1.81,1198.82,1195.53,1202.29,1194.38,0.36
2019-09-26,17.912,17.99,18.11,17.785,110.04K,-0.89,1515.2,1510.9,1519.5,1507.1,378.29K,0.19,1199.46,1199.82,1202.91,1197.52,0.05
2019-09-27,17.652,17.885,17.96,17.345,134.22K,-1.45,1506.4,1511.8,1514.4,1493.3,451.93K,-0.58,1201.99,1200.46,1203.8,1196.86,0.21
2019-09-28,,,,,,,,,,,,,,,,,
2019-09-29,,,,,,,,,,,,,,,,,
2019-09-30,16.998,17.59,17.66,16.98,96.15K,-3.7,1472.9,1501.7,1507.2,1470.5,439.71K,-2.22,1198.09,1202.9,1203.8,1195.3,-0.32
2019-10-01,17.302,17.045,17.375,16.94,82.42K,1.79,1489.0,1478.0,1493.5,1465.0,450.17K,1.09,1202.37,1199.09,1204.33,1196.11,0.36
2019-10-02,17.683,17.31,17.73,17.24,70.48K,2.2,1507.9,1485.4,1511.4,1480.5,393.10K,1.27,1204.37,1203.37,1207.89,1200.9,0.17
2019-10-03,17.676,17.63,17.845,17.515,70.00K,-0.04,1513.8,1505.6,1525.8,1501.7,408.74K,0.39,1200.89,1205.37,1206.8,1200.91,-0.29
2019-10-04,17.625,17.63,17.745,17.33,59.58K,-0.29,1512.9,1511.6,1522.2,1501.4,344.79K,-0.06,1191.25,1201.89,1203.18,1191.46,-0.8
2019-10-05,,,,,,,,,,,,,,,,,
2019-10-06,,,,,,,,,,,,,,,,,
2019-10-07,17.54,17.665,17.7,17.435,35.22K,-0.48,1504.4,1518.6,1518.8,1493.3,257.78K,-0.56,1196.33,1192.3,1198.69,1192.19,0.43
2019-10-08,17.7,17.49,17.86,17.305,91.07K,0.91,1503.9,1498.7,1515.3,1492.1,371.44K,-0.03,1199.02,1197.33,1200.31,1192.1,0.22
2019-10-09,17.81,17.775,18.0,17.72,67.68K,0.62,1512.8,1510.9,1518.0,1505.1,285.28K,0.59,1197.5,1200.02,1200.24,1196.07,-0.13
2019-10-10,17.602,17.8,17.935,17.455,93.95K,-1.17,1500.9,1510.8,1522.3,1495.7,417.88K,-0.79,1189.46,1198.5,1201.71,1188.94,-0.67
2019-10-11,17.544,17.54,17.785,17.37,102.67K,-0.33,1488.7,1498.3,1508.0,1478.0,485.96K,-0.81,1182.48,1190.46,1192.62,1177.83,-0.59
2019-10-12,,,,,,,,,,,,,,,,,
2019-10-13,,,,,,,,,,,,,,,,,
2019-10-14,17.71,17.59,17.735,17.455,48.68K,0.95,1497.6,1492.0,1501.5,1487.1,228.32K,0.6,1183.7,1182.5,1187.06,1180.52,0.1
2019-10-15,17.384,17.695,17.765,17.37,71.96K,-1.84,1483.5,1497.7,1503.0,1480.8,317.99K,-0.94,1184.79,1184.7,1187.62,1182.31,0.09
2019-10-16,17.427,17.43,17.49,17.18,80.64K,0.25,1494.0,1484.8,1495.5,1480.6,367.90K,0.71,1185.51,1184.88,1190.94,1183.64,0.06
2019-10-17,17.612,17.415,17.665,17.33,62.37K,1.06,1498.3,1494.2,1501.1,1487.0,305.67K,0.29,1178.6,1186.51,1188.21,1175.23,-0.58
2019-10-18,17.578,17.57,17.62,17.42,48.12K,-0.19,1494.1,1495.6,1497.9,1488.3,232.55K,-0.28,1177.91,1179.07,1182.82,1178.2,-0.06
